"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"World","1969","264202827","57812996","94.8","94.9","157.191007181336","107.173549963602","9428609","6517013"
"Adhoc","1970","1039749","250851","100","100","306.369775989996","233.442346190965","85689","65667"
"World","1970","267543660","58438747","94.8","94.8","154.732663348527","105.267181460909","9391664","6480058"
"Adhoc","1971","1071385","257711","100","100","350.506544771323","258.351876762575","101735","74537"
"World","1971","271228997","58894720","96.8","96.7","152.010880068561","103.514523824914","9297093","6397114"
"Adhoc","1972","1103725","264853","100","100","344.161393262758","254.551676764502","101643","74956"
"World","1972","274957225","58838002","97.2","97.2","146.201820816569","100.567753252428","8929737","6198776"
"Adhoc","1973","1137700","272421","100","100","291.004350650323","223.991826283595","86947","67660"
"World","1973","277632636","58874359","97.2","97.2","143.175583902285","98.5926085453049","8754240","6077131"
"Adhoc","1974","1172566","280448","100","100","285.699295147278","220.632528258688","88063","68804"
"World","1974","278826563","58699796","97.2","97.1","142.167227707325","97.6629223992441","8675593","5997468"
"Adhoc","1975","1207059","287992","100","100","280.292454984007","217.171544772485","88744","69480"
"World","1975","278862484","58123064","97.3","97.3","139.390436239501","95.9622860627987","8430365","5822672"
"Adhoc","1976","1239672","294771","100","100","274.655180121943","213.546473105909","89217","69931"
"World","1976","278247790","57867863","98.3","98.2","135.011247043127","93.0843615712385","8134169","5630901"
"Adhoc","1977","1271965","301799","100","100","268.897329938619","209.757977496469","89495","70248"
"World","1977","277664056","57889011","98.4","98.3","131.755391676155","91.0396554850337","7928660","5504019"
"Adhoc","1978","1302967","308332","100","100","262.978968534983","205.866745202468","89449","70401"
"World","1978","277260903","58126872","98.6","98.5","128.628086699258","88.89258512539","7758525","5403421"
"Adhoc","1979","1310988","309376","100","100","257.066038240856","201.875022543966","89179","70365"
"World","1979","278122451","59209472","99","98.9","124.693615540348","86.3849778685216","7627512","5355085"
"Adhoc","1980","1267935","299285","100","100","250.840532436112","197.824902850642","87679","69239"
"World","1980","280838719","60584649","99.3","99.3","121.535550030338","84.3185431496266","7578313","5337941"
"Adhoc","1981","1152890","271692","100","100","244.731057544335","193.568472807242","83292","65221"
"World","1981","284915824","61734216","99.4","99.4","118.280072757036","82.1594337317584","7512666","5305573"
"Adhoc","1982","1063214","249381","100","100","282.494316495118","206.889247759711","90479","62852"
"World","1982","290492874","63204897","99.5","99.5","114.916360220658","79.8001366363044","7473452","5284332"
"Adhoc","1983","1056860","247628","100","100","276.695782320997","202.61047368596","82595","56604"
"World","1983","296437652","63883231","99.7","99.7","113.851848833165","79.4631878527131","7471862","5266506"
"Adhoc","1984","1082973","253832","100","100","308.934524473063","213.895305351538","91691","59444"
"World","1984","301598660","64240155","99.9","99.9","111.434705730453","77.5310530419557","7371688","5194810"
"Adhoc","1985","1104858","260158","100","100","301.032179577264","208.641328986006","88591","59597"
"World","1985","306550999","65417526","100","100","108.695745312385","75.8229365490826","7316779","5170912"
"Adhoc","1986","1107928","263173","100","100","255.306796865656","187.988618225346","74593","55220"
"World","1986","311700182","66769896","100","100","105.429866996855","73.74791647973","7232137","5132923"
"Adhoc","1987","1113494","264757","100","100","248.87615760342","183.314872091127","73005","54217"
"World","1987","316832226","68152783","100","100","101.66627026819","71.4216008080941","7109128","5065936"
"Adhoc","1988","1138526","269611","100","100","198.935978799991","161.391490582668","58396","47781"
"World","1988","321818296","68664893","100","100","102.113764742048","71.5470803930037","7194029","5091855"
"Adhoc","1989","1187640","280053","100","100","192.367726787461","156.684884379776","57756","47349"
"World","1989","326801235","69011640","100","100","97.7070655137249","69.1001192930954","6925220","4946145"
"Adhoc","1990","1218833","285934","100","100","186.087789969071","152.083596733688","57755","47587"
"World","1990","331249083","69752644","100","100","95.8030640629528","67.8046720342547","6857492","4905829"
"Adhoc","1991","1251106","293104","100","100","179.91928528951","147.651913604996","57047","47186"
"World","1991","333352261","68815347","100","100","95.2701550831476","67.8387798977036","6738360","4801138"
"Adhoc","1992","1370760","321294","100","100","174.086353344806","143.362071139568","56623","47019"
"World","1992","332634309","67180023","100","100","94.561762832127","67.0115807399146","6550496","4647494"
"Adhoc","1993","1557825","364795","100","100","168.488518687764","139.320254095967","59360","50010"
"World","1993","331002000","66633348","100","100","93.2794608911717","66.1063655314819","6402210","4543664"
"Adhoc","1994","1711372","399285","100","100","163.391963893636","135.635692131487","64272","54975"
"World","1994","328751907","66370768","100","100","91.4571817917635","64.8976525123627","6242829","4444815"
"Adhoc","1995","1814440","420164","100","100","158.490955890537","132.114661377563","67622","58166"
"World","1995","325646709","66289998","100","100","89.4901585832802","63.6222750276218","6086432","4348503"
"Adhoc","1996","1902450","436765","100","100","153.944993773778","128.902964683009","69167","59422"
"World","1996","323340987","66201091","100","100","88.4075546012808","62.7618092348347","5989881","4280045"
"Adhoc","1997","1984560","452024","100","100","149.711440784165","125.847072355773","70159","60069"
"World","1997","322422377","66045655","100","100","86.2346361817976","61.3160648677996","5827108","4169886"
"Adhoc","1998","2062214","465961","100","100","145.291662799369","122.559112269672","70513","60226"
"World","1998","321919983","65982332","100","100","84.6581870259621","60.0959802616436","5714336","4084071"
"Adhoc","1999","2135955","479585","100","100","140.776337779773","119.20210654266","70436","60209"
"World","1999","321795187","66060666","100","100","81.4502305152333","58.1968291024946","5499675","3956499"
"Adhoc","2000","2152577","480508","100","100","136.557229346416","116.029132014362","70195","60131"
"World","2000","322391879","66645724","100","100","78.5900511338262","56.1366542812696","5341903","3857011"
"Adhoc","2001","2154680","477395","100","100","132.043658830345","112.588323546179","67939","58128"
"World","2001","323582929","67089428","100","100","76.2235238487049","54.6251917328178","5199387","3760127"
"Adhoc","2002","2251600","495308","100","100","127.408498287887","109.043026767317","65226","55791"
"World","2002","325052995","67095719","100","100","73.1671863978138","52.5330000860264","4991892","3618528"
"Adhoc","2003","2369709","516645","100","100","122.940326039956","105.607188134849","64784","55798"
"World","2003","326804704","67281544","100","100","70.1914000315471","50.5387959525792","4800271","3488025"
"Adhoc","2004","2424370","523562","100","100","118.384504376561","102.143481565702","64534","56025"
"World","2004","328767956","67652070","100","100","67.8616150434688","48.8811709291486","4669231","3394707"
"Adhoc","2005","2473272","530673","100","100","113.736308521021","98.4603708407218","62796","54681"
"World","2005","330518039","68089064","100","100","64.343329700324","46.6766711991689","4451146","3257427"
"Adhoc","2006","2534353","541153","100","100","109.219026206937","94.8995274565761","61102","53359"
"World","2006","332260146","68607994","100","100","61.6142383545795","44.8673452324098","4292948","3157913"
"Adhoc","2007","2536793","539556","100","100","104.767570634414","91.3084740307494","59692","52248"
"World","2007","334692169","69349554","100","100","58.9732331909323","43.1143489299203","4150882","3066698"
"Adhoc","2008","2548134","543398","100","100","100.456856352918","87.8226407330799","57514","50390"
"World","2008","337920172","70258262","100","100","56.7240518635927","41.5745448450611","4040739","2992800"
"Adhoc","2009","2603633","557840","100","100","96.2773652989224","84.4603795047422","55724","48989"
"World","2009","341634172","71097607","100","100","54.9366963872766","40.3323578737426","3950131","2930274"
"Adhoc","2010","2645214","567681","100","100","92.2921088181469","81.230080030035","54612","48240"
"World","2010","345303748","71525639","100","100","52.5735792782035","38.9279936650434","3804930","2842468"
"Adhoc","2011","2713706","583469","100","100","88.5825923054528","78.1891803043438","53382","47314"
"World","2011","348687805","71753845","100","100","51.5118694568726","38.0972359381109","3741872","2791048"
"Adhoc","2012","2800285","601635","100","100","85.1272505105642","75.3708072142867","52593","46816"
"World","2012","352041339","72462260","100","100","48.699677761144","36.2007906234803","3581702","2689342"
"Adhoc","2013","2873092","615934","100","100","81.8426966128471","72.7476460870072","51992","46499"
"World","2013","354848986","72795851","100","100","47.0974190319209","35.236186086298","3469113","2609749"
"Adhoc","2014","2953443","631694","100","100","78.956807546035","70.3500645705761","51298","45972"
"World","2014","356718074","72645401","100","100","45.9491621890001","34.2589780903314","3387014","2541620"
"Adhoc","2015","3019422","643312","100","100","76.2004563816446","68.0749075590253","50645","45495"
"World","2015","357938737","72496238","100","100","44.9375353172073","33.6009613544232","3297791","2473261"
"Adhoc","2016","3065852","650839","100","100","73.6357369155216","65.9797564866124","49797","44822"
"World","2016","358792297","72418119","100","100","43.7867593906398","32.7056913254252","3219527","2415059"
"Adhoc","2017","3121121","661114","100","100","71.299690641811","64.0669142799613","48825","44019"
"World","2017","358724678","72252781","100","100","42.9832199667375","32.1265455173876","3149066","2356719"
"Adhoc","2018","3180869","672324","100","100","68.9972746038117","62.2264213074568","47940","43360"
"World","2018","357121326","71112828","100","100","42.1138893559044","31.7395091701204","3023796","2272889"
"Adhoc","2019","3242702","684157","100","100","66.9013764196953","60.4445640112639","47225","42787"
"World","2019","354508279","69909523","100","100","41.739594918713","31.3491506130802","2952762","2216551"
"Adhoc","2020","3311748","697785","100","100","64.7890146099634","58.7516902919328","46508","42299"
"World","2020","350606990","68459599","100","100","41.4312670080754","31.3426869856064","2861422","2154019"
"Adhoc","2021","3355687","704953","100","100","62.7360090133867","57.0063627300286","45789","41737"
"World","2021","345352278","67075482","100","100","41.9357779662969","31.5297116353307","2843959","2134517"
"Adhoc","2022","3366274","706684","100","100","60.8142059936","55.2976012380081","44909","40945"
"World","2022","339669380","66478172","100","100","42.3291204228959","31.5843475142106","2839377","2120674"
"Adhoc","2023","3400600","715587","100","100","58.8176259029378","53.6095325531193","43708","39910"
"World","2023","334811553","66118208","100","100","40.6933922372953","30.635465573349","2716691","2050429"
"Adhoc","2024","3462499","728932","100","100","56.9907731194502","51.9949487823512","42806","39118"
"World","2024","331170022","66106761","100","100","39.7097711232944","29.9322081726005","2649531","2007701"
